currency,issue_date,doc_number,booking_class,fare_flag,fee_local,service_type,doc_type_ref,doc_type,service_date,origin,destination,flight_no,trans_code,doc_category,base_fare_usd,fee_usd,equipment_type
CCY-2,2025-12-04,6958006841160,Class 3,Y,132.3,Service Type 1,Doc Type A,A,2025-12-06,KLC,TDX,FN-117,TYPE-A,DOC,15.54,3.78,Equip-1
CCY-3,2025-12-26,7238748489369,Class 9,Y,152.25,Service Type 2,Doc Type A,A,2025-12-06,PVS,VQR,FN-132,TYPE-A,DOC,20.04,4.35,Equip-3
CCY-3,2025-12-22,7813742141570,Class 6,Y,155.4,Service Type 1,Doc Type A,A,2025-12-02,YML,DRW,FN-118,TYPE-D,DOC,18.73,4.44,Equip-1
CCY-2,2025-12-13,1104476149434,Class 1,N,106.05,Service Type 1,Doc Type A,A,2025-12-03,NAB,RZP,FN-119,TYPE-D,DOC,13.46,3.03,Equip-3
CCY-3,2025-12-28,5754523558972,Class 6,N,130.55,Service Type 1,Doc Type A,A,2025-12-12,YML,DPQ,FN-132,TYPE-B,DOC,16.36,3.73,Equip-2
CCY-1,2025-12-17,7154099229346,Class 7,Y,119.0,Service Type 5,Doc Type A,A,2025-12-15,KSN,YML,FN-117,TYPE-C,DOC,10.45,3.4,Equip-3
CCY-2,2025-12-12,4599572634855,Class 1,Y,75.25,Service Type 2,Doc Type A,A,2025-12-08,TDX,VQR,FN-101,TYPE-D,DOC,11.82,2.15,Equip-1
CCY-4,2025-12-25,8286619828590,Class 5,Y,107.1,Service Type 4,Doc Type A,A,2025-12-05,RZP,KLC,FN-101,TYPE-C,DOC,18.45,3.06,Equip-1
CCY-1,2025-12-01,2301301132633,Class 9,N,47.95,Service Type 5,Doc Type A,A,2025-12-10,MFP,TDX,FN-508,TYPE-D,DOC,22.24,1.37,Equip-2
CCY-4,2025-12-16,3481539122190,Class 5,Y,106.05,Service Type 4,Doc Type A,A,2025-12-02,UBR,GNP,FN-132,TYPE-D,DOC,9.22,3.03,Equip-3
CCY-2,2025-12-14,4446944211067,Class 1,Y,119.0,Service Type 3,Doc Type A,A,2025-12-07,FUG,UMK,FN-101,TYPE-B,DOC,17.69,3.4,Equip-1
CCY-1,2025-12-28,5187104044646,Class 4,Y,65.45,Service Type 2,Doc Type A,A,2025-12-17,UBR,KUV,FN-118,TYPE-A,DOC,13.55,1.87,Equip-1
CCY-3,2025-12-24,9790573580541,Class 7,Y,116.2,Service Type 1,Doc Type A,A,2025-12-17,TDX,SUQ,FN-508,TYPE-B,DOC,6.22,3.32,Equip-2
CCY-1,2025-12-14,9215390050674,Class 9,Y,86.45,Service Type 4,Doc Type A,A,2025-12-20,PVS,FUG,FN-395,TYPE-A,DOC,5.18,2.47,Equip-1
CCY-2,2025-12-30,0393758130121,Class 8,Y,70.7,Service Type 5,Doc Type A,A,2025-12-19,HGV,TPX,FN-118,TYPE-C,DOC,14.5,2.02,Equip-3
CCY-1,2025-12-18,1341029061691,Class 9,N,147.7,Service Type 2,Doc Type A,A,2025-12-14,NAB,ZYR,FN-105,TYPE-A,DOC,20.03,4.22,Equip-2
CCY-4,2025-12-13,9670258912717,Class 8,Y,72.45,Service Type 2,Doc Type A,A,2025-12-13,LNR,KEE,FN-395,TYPE-C,DOC,4.14,2.07,Equip-3
CCY-1,2025-12-02,5289416863185,Class 6,Y,77.7,Service Type 3,Doc Type A,A,2025-12-14,TPX,LNR,FN-394,TYPE-D,DOC,0.57,2.22,Equip-3
CCY-4,2025-12-20,0541166911534,Class 1,N,90.65,Service Type 2,Doc Type A,A,2025-12-25,LNR,VQR,FN-118,TYPE-B,DOC,15.83,2.59,Equip-2
CCY-4,2025-12-22,9697686990078,Class 3,Y,51.8,Service Type 4,Doc Type A,A,2025-12-27,DPQ,RZP,FN-101,TYPE-C,DOC,14.3,1.48,Equip-1
CCY-4,2025-12-19,6404970383410,Class 4,Y,85.4,Service Type 1,Doc Type A,A,2025-12-03,KUV,JYN,FN-132,TYPE-C,DOC,15.99,2.44,Equip-2
CCY-4,2025-12-02,1830784908245,Class 7,Y,101.85,Service Type 5,Doc Type A,A,2025-12-10,KUV,TPX,FN-119,TYPE-B,DOC,12.06,2.91,Equip-1
CCY-1,2025-12-05,2393540357133,Class 9,N,64.75,Service Type 3,Doc Type A,A,2025-12-16,YML,DRW,FN-117,TYPE-D,DOC,5.64,1.85,Equip-3
CCY-1,2025-12-20,6573515496066,Class 1,N,119.0,Service Type 4,Doc Type A,A,2025-12-14,KSN,QFX,FN-118,TYPE-D,DOC,16.84,3.4,Equip-1
CCY-2,2025-12-10,6834854975157,Class 9,Y,116.2,Service Type 1,Doc Type A,A,2025-12-11,QFX,UMK,FN-395,TYPE-B,DOC,17.25,3.32,Equip-1
CCY-4,2025-12-21,3606301798210,Class 6,Y,44.45,Service Type 4,Doc Type A,A,2025-12-18,UBR,TPX,FN-119,TYPE-B,DOC,12.71,1.27,Equip-1
CCY-4,2025-12-27,8345116106515,Class 2,Y,103.95,Service Type 5,Doc Type A,A,2025-12-05,VQR,NAB,FN-117,TYPE-B,DOC,10.65,2.97,Equip-2
CCY-2,2025-12-13,5883499605204,Class 9,Y,129.15,Service Type 3,Doc Type A,A,2025-12-05,QFX,RZP,FN-133,TYPE-D,DOC,21.77,3.69,Equip-3
CCY-2,2025-12-26,8851586940948,Class 8,Y,126.0,Service Type 5,Doc Type A,A,2025-12-17,RZP,KSN,FN-117,TYPE-A,DOC,19.68,3.6,Equip-3
CCY-1,2025-12-29,7661545806187,Class 1,Y,109.2,Service Type 1,Doc Type A,A,2025-12-07,ZYR,VQR,FN-133,TYPE-C,DOC,8.44,3.12,Equip-1
CCY-1,2025-12-03,6357691364725,Class 9,N,72.1,Service Type 4,Doc Type A,A,2025-12-18,QFX,JKS,FN-118,TYPE-B,DOC,13.18,2.06,Equip-1
CCY-2,2025-12-17,9853541430194,Class 3,N,97.65,Service Type 4,Doc Type A,A,2025-12-30,KHV,JKS,FN-119,TYPE-D,DOC,10.08,2.79,Equip-1
CCY-1,2025-12-12,3104308045310,Class 1,Y,32.2,Service Type 3,Doc Type A,A,2025-12-20,QFX,NAB,FN-101,TYPE-C,DOC,20.03,0.92,Equip-2
CCY-4,2025-12-14,9171359518469,Class 2,N,72.1,Service Type 2,Doc Type A,A,2025-12-17,PVS,TDX,FN-118,TYPE-D,DOC,18.03,2.06,Equip-1
CCY-1,2025-12-20,9272419878333,Class 4,Y,146.3,Service Type 4,Doc Type A,A,2025-12-12,QFX,ZYR,FN-132,TYPE-D,DOC,5.14,4.18,Equip-2
CCY-3,2025-12-11,2202279617700,Class 2,Y,148.75,Service Type 5,Doc Type A,A,2025-12-02,KSN,JYN,FN-395,TYPE-C,DOC,15.66,4.25,Equip-3
CCY-3,2025-12-23,1729488983311,Class 9,N,177.1,Service Type 5,Doc Type A,A,2025-12-08,DPQ,SZV,FN-132,TYPE-C,DOC,16.0,5.06,Equip-1
CCY-3,2025-12-21,6406056432900,Class 9,N,99.4,Service Type 1,Doc Type A,A,2025-12-26,PVS,QFX,FN-508,TYPE-A,DOC,14.79,2.84,Equip-2
CCY-2,2025-12-16,5063622982250,Class 6,Y,148.4,Service Type 5,Doc Type A,A,2025-12-13,LNR,HGV,FN-132,TYPE-B,DOC,13.71,4.24,Equip-1
CCY-3,2025-12-18,4842094184446,Class 3,Y,82.25,Service Type 3,Doc Type A,A,2025-12-28,QFX,DRW,FN-117,TYPE-C,DOC,8.1,2.35,Equip-2
CCY-4,2025-12-06,7313921180829,Class 4,Y,31.5,Service Type 4,Doc Type A,A,2025-12-09,SUQ,LNR,FN-119,TYPE-C,DOC,10.46,0.9,Equip-3
CCY-2,2025-12-20,0321651556733,Class 8,N,38.85,Service Type 1,Doc Type A,A,2025-12-02,ZYR,DPQ,FN-394,TYPE-B,DOC,12.69,1.11,Equip-2
CCY-4,2025-12-24,6597324605705,Class 1,Y,135.45,Service Type 1,Doc Type A,A,2025-12-04,ZYR,HGV,FN-508,TYPE-B,DOC,12.27,3.87,Equip-2
CCY-3,2025-12-17,3682517024552,Class 7,N,163.8,Service Type 3,Doc Type A,A,2025-12-14,KEE,SUQ,FN-508,TYPE-B,DOC,9.62,4.68,Equip-2
CCY-2,2025-12-25,2283721302732,Class 3,Y,146.65,Service Type 3,Doc Type A,A,2025-12-10,TDX,DRW,FN-395,TYPE-C,DOC,4.7,4.19,Equip-1
CCY-1,2025-12-09,5344462279281,Class 8,Y,44.8,Service Type 4,Doc Type A,A,2025-12-06,TPX,KEE,FN-118,TYPE-B,DOC,15.38,1.28,Equip-1
CCY-4,2025-12-06,0484437628255,Class 5,N,102.9,Service Type 5,Doc Type A,A,2025-12-06,UMK,ZYR,FN-394,TYPE-C,DOC,25.55,2.94,Equip-3
CCY-3,2025-12-20,8769413008710,Class 7,Y,55.65,Service Type 2,Doc Type A,A,2025-12-11,KLC,PVS,FN-508,TYPE-A,DOC,7.61,1.59,Equip-2
CCY-1,2025-12-17,2446495665660,Class 3,Y,100.45,Service Type 4,Doc Type A,A,2025-12-14,MBT,DRW,FN-117,TYPE-C,DOC,10.9,2.87,Equip-3
CCY-2,2025-12-24,0961273485794,Class 5,Y,94.5,Service Type 5,Doc Type A,A,2025-12-10,NAB,KSN,FN-118,TYPE-B,DOC,12.51,2.7,Equip-2
CCY-3,2025-12-19,5370575494158,Class 8,N,91.35,Service Type 3,Doc Type A,A,2025-12-20,NAB,HGV,FN-105,TYPE-C,DOC,15.17,2.61,Equip-3
CCY-2,2025-12-06,9518589768116,Class 6,N,99.75,Service Type 1,Doc Type A,A,2025-12-27,KEE,JKS,FN-395,TYPE-A,DOC,2.33,2.85,Equip-2
CCY-4,2025-12-14,9915748004869,Class 1,Y,117.25,Service Type 2,Doc Type A,A,2025-12-13,RZP,FUG,FN-394,TYPE-B,DOC,0.16,3.35,Equip-1
CCY-1,2025-12-24,9342749784752,Class 3,Y,110.6,Service Type 3,Doc Type A,A,2025-12-11,UMK,MBT,FN-105,TYPE-C,DOC,7.1,3.16,Equip-2
CCY-3,2025-12-20,9372995204301,Class 7,Y,71.75,Service Type 3,Doc Type A,A,2025-12-05,JKS,DPQ,FN-133,TYPE-B,DOC,18.57,2.05,Equip-3
CCY-3,2025-12-20,9729846858576,Class 1,N,89.95,Service Type 1,Doc Type A,A,2025-12-22,SZV,LNR,FN-132,TYPE-D,DOC,17.31,2.57,Equip-2
CCY-4,2025-12-12,3929188194054,Class 9,N,92.05,Service Type 4,Doc Type A,A,2025-12-24,RZP,KUV,FN-132,TYPE-B,DOC,20.77,2.63,Equip-3
CCY-2,2025-12-12,8058307682054,Class 3,N,129.15,Service Type 1,Doc Type A,A,2025-12-05,KSN,KHV,FN-118,TYPE-C,DOC,7.8,3.69,Equip-1
CCY-1,2025-12-16,3849627436848,Class 6,Y,75.6,Service Type 4,Doc Type A,A,2025-12-01,KHV,YML,FN-105,TYPE-B,DOC,9.82,2.16,Equip-3
CCY-2,2025-12-08,5504405710620,Class 9,Y,103.6,Service Type 2,Doc Type A,A,2025-12-01,TDX,QFX,FN-105,TYPE-A,DOC,9.61,2.96,Equip-1
CCY-2,2025-12-31,5886049602250,Class 3,Y,37.45,Service Type 1,Doc Type A,A,2025-12-04,UMK,KSN,FN-508,TYPE-C,DOC,18.71,1.07,Equip-2
CCY-1,2025-12-16,2827026125927,Class 8,N,126.7,Service Type 1,Doc Type A,A,2025-12-09,JKS,KLC,FN-101,TYPE-B,DOC,12.12,3.62,Equip-2
CCY-2,2025-12-25,0100849525400,Class 4,N,150.85,Service Type 1,Doc Type A,A,2025-12-25,YML,VQR,FN-395,TYPE-B,DOC,12.97,4.31,Equip-2
CCY-4,2025-12-13,4947897926911,Class 7,Y,98.7,Service Type 4,Doc Type A,A,2025-12-23,SUQ,NAB,FN-118,TYPE-D,DOC,11.63,2.82,Equip-2
CCY-2,2025-12-06,6631882978768,Class 3,N,108.5,Service Type 3,Doc Type A,A,2025-12-17,KLC,HGV,FN-118,TYPE-C,DOC,14.96,3.1,Equip-1
CCY-2,2025-12-30,6357548452405,Class 5,Y,123.2,Service Type 4,Doc Type A,A,2025-12-18,KLC,UBR,FN-119,TYPE-B,DOC,10.05,3.52,Equip-1
CCY-1,2025-12-22,4723803270554,Class 5,Y,83.65,Service Type 2,Doc Type A,A,2025-12-16,UMK,JKS,FN-118,TYPE-A,DOC,8.74,2.39,Equip-1
CCY-2,2025-12-01,5892079042661,Class 4,N,152.25,Service Type 4,Doc Type A,A,2025-12-14,UMK,JYN,FN-119,TYPE-C,DOC,9.36,4.35,Equip-3
CCY-2,2025-12-29,8529580312013,Class 3,N,119.0,Service Type 5,Doc Type A,A,2025-12-13,GNP,PVS,FN-395,TYPE-C,DOC,4.11,3.4,Equip-2
CCY-4,2025-12-11,2117780028105,Class 4,Y,46.2,Service Type 2,Doc Type A,A,2025-12-02,KUV,MBT,FN-133,TYPE-C,DOC,12.17,1.32,Equip-3
CCY-4,2025-12-22,0214929078340,Class 2,Y,121.8,Service Type 4,Doc Type A,A,2025-12-15,YML,KLC,FN-117,TYPE-C,DOC,13.55,3.48,Equip-3
CCY-1,2025-12-26,0985930608438,Class 3,Y,12.25,Service Type 2,Doc Type A,A,2025-12-12,KEE,QFX,FN-119,TYPE-C,DOC,14.95,0.35,Equip-1
CCY-1,2025-12-17,7274293317561,Class 4,N,79.1,Service Type 2,Doc Type A,A,2025-12-28,HGV,TPX,FN-105,TYPE-A,DOC,18.83,2.26,Equip-2
CCY-3,2025-12-21,5491780885576,Class 4,N,130.9,Service Type 1,Doc Type A,A,2025-12-24,MBT,KLC,FN-133,TYPE-B,DOC,15.43,3.74,Equip-2
CCY-4,2025-12-09,0237393045741,Class 3,N,128.1,Service Type 1,Doc Type A,A,2025-12-24,JYN,YML,FN-119,TYPE-D,DOC,7.62,3.66,Equip-2
CCY-1,2025-12-28,5425317027772,Class 2,N,32.55,Service Type 5,Doc Type A,A,2025-12-18,MBT,KUV,FN-394,TYPE-B,DOC,10.07,0.93,Equip-3
CCY-2,2025-12-25,6500312354836,Class 7,Y,77.7,Service Type 3,Doc Type A,A,2025-12-08,KUV,ZYR,FN-508,TYPE-D,DOC,17.84,2.22,Equip-2
CCY-2,2025-12-31,2395302155952,Class 3,Y,91.0,Service Type 5,Doc Type A,A,2025-12-28,YML,VQR,FN-119,TYPE-A,DOC,7.73,2.6,Equip-2
CCY-1,2025-12-31,0518507972281,Class 1,Y,102.9,Service Type 5,Doc Type A,A,2025-12-23,RZP,KHV,FN-395,TYPE-D,DOC,13.36,2.94,Equip-1
CCY-3,2025-12-02,0038891132036,Class 1,N,58.1,Service Type 1,Doc Type A,A,2025-12-07,GNP,RZP,FN-119,TYPE-D,DOC,14.74,1.66,Equip-2
CCY-1,2025-12-06,6907280793446,Class 7,Y,100.8,Service Type 5,Doc Type A,A,2025-12-04,MBT,KLC,FN-101,TYPE-B,DOC,8.29,2.88,Equip-1
CCY-2,2025-12-15,9804460079194,Class 3,Y,101.15,Service Type 3,Doc Type A,A,2025-12-20,KSN,MBT,FN-117,TYPE-A,DOC,21.49,2.89,Equip-1
CCY-2,2025-12-31,0499780550144,Class 4,Y,106.4,Service Type 1,Doc Type A,A,2025-12-04,LNR,SZV,FN-105,TYPE-D,DOC,17.43,3.04,Equip-2
CCY-3,2025-12-29,1210753535423,Class 7,N,96.25,Service Type 2,Doc Type A,A,2025-12-30,KEE,MFP,FN-394,TYPE-C,DOC,9.58,2.75,Equip-2
CCY-1,2025-12-05,8264249148596,Class 2,N,126.0,Service Type 4,Doc Type A,A,2025-12-11,VQR,UMK,FN-395,TYPE-C,DOC,11.16,3.6,Equip-2
CCY-2,2025-12-27,9893016127924,Class 3,N,117.6,Service Type 2,Doc Type A,A,2025-12-30,SUQ,ZYR,FN-395,TYPE-A,DOC,18.87,3.36,Equip-1
CCY-1,2025-12-15,1689232171146,Class 8,N,71.4,Service Type 2,Doc Type A,A,2025-12-02,DPQ,NAB,FN-105,TYPE-C,DOC,17.94,2.04,Equip-2
CCY-3,2025-12-15,0143027679918,Class 3,N,79.8,Service Type 3,Doc Type A,A,2025-12-01,FUG,NAB,FN-118,TYPE-B,DOC,9.93,2.28,Equip-3
CCY-2,2025-12-09,2009541084297,Class 7,N,92.4,Service Type 4,Doc Type A,A,2025-12-10,VQR,JYN,FN-117,TYPE-D,DOC,13.57,2.64,Equip-1
CCY-2,2025-12-04,3256212741405,Class 6,Y,72.45,Service Type 4,Doc Type A,A,2025-12-30,SUQ,JYN,FN-117,TYPE-D,DOC,15.65,2.07,Equip-2
CCY-1,2025-12-13,1693496174648,Class 8,Y,129.15,Service Type 1,Doc Type A,A,2025-12-16,MFP,QFX,FN-508,TYPE-C,DOC,12.22,3.69,Equip-3
CCY-2,2025-12-02,7570464837153,Class 1,Y,179.2,Service Type 4,Doc Type A,A,2025-12-14,KHV,SZV,FN-119,TYPE-A,DOC,1.67,5.12,Equip-2
CCY-1,2025-12-23,6743121827259,Class 7,N,33.95,Service Type 2,Doc Type A,A,2025-12-10,UMK,MFP,FN-394,TYPE-C,DOC,10.58,0.97,Equip-1
CCY-4,2025-12-26,8416475609157,Class 6,N,106.05,Service Type 1,Doc Type A,A,2025-12-12,TPX,YML,FN-394,TYPE-D,DOC,12.79,3.03,Equip-1
CCY-2,2025-12-18,2342820978862,Class 3,Y,139.65,Service Type 3,Doc Type A,A,2025-12-28,HGV,UMK,FN-119,TYPE-C,DOC,11.59,3.99,Equip-3
CCY-1,2025-12-08,2868797325989,Class 7,Y,115.5,Service Type 5,Doc Type A,A,2025-12-19,JKS,QFX,FN-119,TYPE-C,DOC,15.74,3.3,Equip-2
CCY-3,2025-12-20,8934432801940,Class 5,N,101.5,Service Type 1,Doc Type A,A,2025-12-15,PVS,VQR,FN-394,TYPE-A,DOC,14.25,2.9,Equip-3
CCY-1,2025-12-12,4894950536236,Class 1,N,53.2,Service Type 4,Doc Type A,A,2025-12-18,YML,LNR,FN-117,TYPE-D,DOC,20.88,1.52,Equip-1
CCY-1,2025-12-13,8596465215724,Class 9,N,107.45,Service Type 4,Doc Type A,A,2025-12-23,ZYR,TDX,FN-133,TYPE-C,DOC,12.7,3.07,Equip-2
CCY-2,2025-12-20,8997930700466,Class 7,Y,75.6,Service Type 3,Doc Type A,A,2025-12-22,UBR,TDX,FN-117,TYPE-B,DOC,16.07,2.16,Equip-3
CCY-1,2025-12-27,2471305206409,Class 2,Y,110.6,Service Type 4,Doc Type A,A,2025-12-24,UBR,SUQ,FN-101,TYPE-D,DOC,3.28,3.16,Equip-2
CCY-3,2025-12-10,8910211409155,Class 9,Y,157.15,Service Type 4,Doc Type A,A,2025-12-16,MBT,JYN,FN-119,TYPE-B,DOC,13.41,4.49,Equip-1
CCY-4,2025-12-01,4983563277036,Class 2,Y,145.25,Service Type 2,Doc Type A,A,2025-12-17,RZP,KHV,FN-395,TYPE-D,DOC,5.65,4.15,Equip-2
CCY-4,2025-12-14,8752643797975,Class 3,N,91.7,Service Type 3,Doc Type A,A,2025-12-05,QFX,NAB,FN-105,TYPE-D,DOC,23.84,2.62,Equip-1
CCY-1,2025-12-14,8495982634945,Class 1,N,90.65,Service Type 2,Doc Type A,A,2025-12-28,KUV,DPQ,FN-394,TYPE-C,DOC,5.55,2.59,Equip-3
CCY-3,2025-12-19,9049511410108,Class 9,N,124.6,Service Type 2,Doc Type A,A,2025-12-13,HGV,DPQ,FN-508,TYPE-A,DOC,12.07,3.56,Equip-2
CCY-3,2025-12-15,1373926669598,Class 2,Y,159.6,Service Type 4,Doc Type A,A,2025-12-23,RZP,MFP,FN-101,TYPE-B,DOC,9.04,4.56,Equip-3
CCY-2,2025-12-23,1254970751497,Class 7,N,44.1,Service Type 3,Doc Type A,A,2025-12-02,UMK,LNR,FN-101,TYPE-B,DOC,6.43,1.26,Equip-3
CCY-3,2025-12-24,1607319850478,Class 9,Y,25.55,Service Type 3,Doc Type A,A,2025-12-12,KLC,LNR,FN-133,TYPE-D,DOC,17.53,0.73,Equip-1
CCY-2,2025-12-25,4082872740647,Class 1,N,214.2,Service Type 1,Doc Type A,A,2025-12-09,JKS,VQR,FN-118,TYPE-A,DOC,10.98,6.12,Equip-3
CCY-1,2025-12-16,3027587943205,Class 1,Y,65.8,Service Type 1,Doc Type A,A,2025-12-25,UBR,HGV,FN-508,TYPE-C,DOC,11.94,1.88,Equip-3
CCY-3,2025-12-20,6075454223360,Class 7,N,103.25,Service Type 2,Doc Type A,A,2025-12-25,DRW,KLC,FN-118,TYPE-D,DOC,11.71,2.95,Equip-1
CCY-4,2025-12-19,3215299596170,Class 9,N,128.1,Service Type 3,Doc Type A,A,2025-12-18,MBT,HGV,FN-105,TYPE-B,DOC,12.8,3.66,Equip-2
CCY-1,2025-12-30,9412547246330,Class 4,N,164.15,Service Type 3,Doc Type A,A,2025-12-18,UMK,RZP,FN-118,TYPE-A,DOC,6.8,4.69,Equip-3
CCY-3,2025-12-07,0894366647054,Class 8,Y,130.55,Service Type 5,Doc Type A,A,2025-12-19,HGV,SUQ,FN-133,TYPE-A,DOC,13.23,3.73,Equip-1
CCY-1,2025-12-14,9570713080287,Class 9,N,150.15,Service Type 2,Doc Type A,A,2025-12-16,KUV,KHV,FN-117,TYPE-C,DOC,8.86,4.29,Equip-2
CCY-4,2025-12-19,5351717118822,Class 2,Y,114.8,Service Type 1,Doc Type A,A,2025-12-15,KEE,DPQ,FN-117,TYPE-B,DOC,10.71,3.28,Equip-2
CCY-2,2025-12-05,8000195940874,Class 6,Y,70.0,Service Type 2,Doc Type A,A,2025-12-07,SUQ,KSN,FN-118,TYPE-D,DOC,7.33,2.0,Equip-2
CCY-4,2025-12-29,7364140226956,Class 3,Y,89.6,Service Type 5,Doc Type A,A,2025-12-09,KEE,PVS,FN-395,TYPE-C,DOC,15.44,2.56,Equip-3
CCY-1,2025-12-25,8028823988437,Class 8,Y,82.6,Service Type 1,Doc Type A,A,2025-12-03,TPX,KLC,FN-395,TYPE-B,DOC,7.73,2.36,Equip-3
CCY-3,2025-12-29,1753097204868,Class 2,Y,82.95,Service Type 1,Doc Type A,A,2025-12-25,TPX,KSN,FN-118,TYPE-A,DOC,15.49,2.37,Equip-1
CCY-2,2025-12-11,0698321445686,Class 4,Y,105.7,Service Type 3,Doc Type A,A,2025-12-14,KUV,RZP,FN-395,TYPE-D,DOC,11.41,3.02,Equip-1
CCY-1,2025-12-26,1516695539218,Class 2,Y,53.55,Service Type 2,Doc Type A,A,2025-12-31,UMK,SUQ,FN-118,TYPE-D,DOC,2.41,1.53,Equip-2
CCY-1,2025-12-15,8899070773098,Class 4,Y,79.1,Service Type 2,Doc Type A,A,2025-12-06,HGV,GNP,FN-395,TYPE-B,DOC,13.68,2.26,Equip-1
CCY-2,2025-12-04,5234841719322,Class 6,N,138.95,Service Type 1,Doc Type A,A,2025-12-15,TPX,KEE,FN-394,TYPE-A,DOC,17.28,3.97,Equip-3
CCY-4,2025-12-10,1977320360714,Class 9,N,168.7,Service Type 1,Doc Type A,A,2025-12-27,PVS,FUG,FN-119,TYPE-D,DOC,15.6,4.82,Equip-3
CCY-3,2025-12-12,7676314131929,Class 4,Y,127.75,Service Type 2,Doc Type A,A,2025-12-24,KHV,UMK,FN-119,TYPE-C,DOC,11.58,3.65,Equip-3
CCY-1,2025-12-27,0050671566368,Class 6,N,190.75,Service Type 5,Doc Type A,A,2025-12-17,LNR,KUV,FN-101,TYPE-A,DOC,9.08,5.45,Equip-1
CCY-4,2025-12-25,3482904505732,Class 7,N,105.35,Service Type 2,Doc Type A,A,2025-12-02,MBT,TPX,FN-132,TYPE-D,DOC,21.92,3.01,Equip-1
CCY-4,2025-12-05,2370914428845,Class 9,Y,152.6,Service Type 1,Doc Type A,A,2025-12-31,HGV,PVS,FN-133,TYPE-A,DOC,13.93,4.36,Equip-2
CCY-1,2025-12-20,1330772629287,Class 6,Y,81.9,Service Type 3,Doc Type A,A,2025-12-12,RZP,KLC,FN-119,TYPE-B,DOC,11.26,2.34,Equip-3
CCY-3,2025-12-29,8580257699858,Class 4,N,107.8,Service Type 2,Doc Type A,A,2025-12-12,GNP,QFX,FN-105,TYPE-A,DOC,16.37,3.08,Equip-3
CCY-4,2025-12-10,1728855189553,Class 5,N,75.95,Service Type 2,Doc Type A,A,2025-12-09,RZP,UBR,FN-132,TYPE-B,DOC,12.91,2.17,Equip-1
CCY-3,2025-12-06,1461110559794,Class 3,Y,113.4,Service Type 2,Doc Type A,A,2025-12-26,DPQ,GNP,FN-118,TYPE-A,DOC,3.41,3.24,Equip-1
CCY-2,2025-12-14,2898936519565,Class 5,N,96.95,Service Type 4,Doc Type A,A,2025-12-31,QFX,TDX,FN-101,TYPE-B,DOC,16.52,2.77,Equip-2
CCY-4,2025-12-07,9964176570779,Class 5,Y,80.5,Service Type 2,Doc Type A,A,2025-12-01,KLC,YML,FN-101,TYPE-B,DOC,19.18,2.3,Equip-1
CCY-4,2025-12-13,3702169870912,Class 7,N,102.55,Service Type 4,Doc Type A,A,2025-12-04,PVS,GNP,FN-394,TYPE-B,DOC,6.73,2.93,Equip-3
CCY-2,2025-12-16,9713027151332,Class 7,Y,131.95,Service Type 1,Doc Type A,A,2025-12-18,QFX,DRW,FN-394,TYPE-B,DOC,11.59,3.77,Equip-2
CCY-4,2025-12-27,2742086002191,Class 3,N,152.95,Service Type 1,Doc Type A,A,2025-12-13,JYN,LNR,FN-118,TYPE-C,DOC,8.13,4.37,Equip-3
CCY-4,2025-12-28,8824893231748,Class 5,N,103.6,Service Type 3,Doc Type A,A,2025-12-04,ZYR,RZP,FN-132,TYPE-B,DOC,21.83,2.96,Equip-1
CCY-1,2025-12-10,7548806174738,Class 4,N,67.9,Service Type 4,Doc Type A,A,2025-12-20,KUV,DRW,FN-118,TYPE-D,DOC,18.25,1.94,Equip-1
CCY-2,2025-12-30,4499856472553,Class 7,N,141.75,Service Type 3,Doc Type A,A,2025-12-11,GNP,MFP,FN-133,TYPE-A,DOC,17.38,4.05,Equip-2
CCY-2,2025-12-07,3892516913068,Class 4,Y,104.3,Service Type 2,Doc Type A,A,2025-12-20,MBT,KUV,FN-117,TYPE-C,DOC,16.32,2.98,Equip-1
CCY-1,2025-12-07,5907067151525,Class 9,N,82.6,Service Type 2,Doc Type A,A,2025-12-04,JYN,UMK,FN-394,TYPE-A,DOC,2.77,2.36,Equip-1
CCY-1,2025-12-07,2991111827984,Class 1,N,70.7,Service Type 5,Doc Type A,A,2025-12-05,GNP,LNR,FN-394,TYPE-B,DOC,8.87,2.02,Equip-2
CCY-4,2025-12-12,9898920858245,Class 6,Y,90.3,Service Type 2,Doc Type A,A,2025-12-21,KUV,PVS,FN-105,TYPE-D,DOC,12.61,2.58,Equip-1
CCY-4,2025-12-31,3359985751225,Class 4,N,67.9,Service Type 4,Doc Type A,A,2025-12-21,DPQ,FUG,FN-508,TYPE-C,DOC,7.88,1.94,Equip-3
CCY-2,2025-12-22,4104207101563,Class 4,Y,144.2,Service Type 5,Doc Type A,A,2025-12-24,QFX,KHV,FN-101,TYPE-D,DOC,8.42,4.12,Equip-2
CCY-4,2025-12-31,6449322933074,Class 3,Y,87.15,Service Type 2,Doc Type A,A,2025-12-18,KHV,TPX,FN-508,TYPE-B,DOC,8.69,2.49,Equip-1
CCY-1,2025-12-10,9880694406372,Class 2,Y,116.9,Service Type 4,Doc Type A,A,2025-12-14,KUV,KHV,FN-105,TYPE-C,DOC,9.72,3.34,Equip-3
CCY-2,2025-12-06,4963825697169,Class 2,N,1.4,Service Type 3,Doc Type A,A,2025-12-12,JKS,SUQ,FN-118,TYPE-A,DOC,14.28,0.04,Equip-1
