carrier_code,service_date,area_type,flight_no,flight_detail,route_detail,route_code,doc_number,special_type,route_ref,booking_class,trans_code,tour_code,agent_code,payment_method,issue_date,revenue_category,currency,fare_flag,base_fare_local,surcharge,surcharge_local,tax,tax_local,commission,commission_local,total_fare,total_fare_local,remark,origin_station,total_local_curr,mileage,booking_ref,fare_basis_code,base_fare_usd,surcharge_usd,tax_usd,commission_usd,total_fare_usd
XA,2025-12-04,INT,FN-101,XAFN-105,FUGKHV,FUG-KHV,0443305098099,Category C,FUG-KHV,Class 6,TYPE-C,,Agent A1,Payment C,2025-12-08,Category D,CCY-2,Y,277.87,39.65,41.0,9.71,10.04,0.83,0.86,317.28,328.05,,FUG,328.05,649,075OKS,Basis-002,7.94,1.17,0.29,0.02,9.37
XA,2025-12-15,INT,FN-394,XAFN-133,UMKKUV,UMK-KUV,8575564429277,Category D,UMK-KUV,Class 5,TYPE-A,,Agent A1,Payment C,2025-11-14,Category B,CCY-2,N,130.99,35.64,31.15,8.51,7.44,1.22,1.07,192.8,168.51,,UMK,168.51,1268,Z3LK41,Basis-001/BG,3.74,0.89,0.21,0.03,4.81
XA,2025-12-04,DOM,FN-118,XAFN-508,DRWUBR,DRW-UBR,8714203577793,,DRW-UBR,Class 1,TYPE-B,,Agent B1,Payment A,2025-11-19,Category B,CCY-3,N,18.38,60.41,60.63,10.74,10.78,0.16,0.16,89.3,89.63,,DRW,89.63,1946,N197MM,Basis-001/BG,0.53,1.73,0.31,0.0,2.56
XA,2025-12-07,INT,FN-101,XAFN-133,YMLKUV,YML-KUV,5858276546991,Category D,YML-KUV,Class 5,TYPE-D,,Agent A2,Payment C,2025-11-02,Category B,CCY-4,N,181.85,27.48,29.13,5.96,6.32,8.43,8.94,196.55,208.36,,YML,208.36,4379,7977YY,Basis-002,5.2,0.83,0.18,0.26,5.95
XA,2025-12-20,DOM,FN-101,XAFN-394,TDXUMK,TDX-UMK,5056115551074,,TDX-UMK,Class 4,TYPE-D,,Agent C1,Payment B,2025-12-27,Category A,CCY-4,Y,135.13,6.23,6.01,22.19,21.39,3.73,3.6,164.88,158.93,,TDX,158.93,3249,TVCCS4,Basis-003,3.86,0.17,0.61,0.1,4.54
XA,2025-12-21,INT,FN-105,XAFN-132,KEESZV,KEE-SZV,6242060511697,,KEE-SZV,Class 2,TYPE-A,,Agent B1,Payment B,2025-11-16,Category C,CCY-2,Y,51.24,14.48,14.52,7.78,7.8,2.25,2.26,71.1,71.3,,KEE,71.3,3521,5201V5,Basis-002/BG,1.46,0.41,0.22,0.06,2.04
XA,2025-12-23,DOM,FN-105,XAFN-101,TDXPVS,TDX-PVS,7325759212303,Category D,TDX-PVS,Class 1,TYPE-A,,Agent B1,Payment B,2025-12-16,Category C,CCY-2,Y,253.05,34.77,30.22,4.39,3.82,9.7,8.43,320.58,278.66,,TDX,278.66,868,P1CCX4,Basis-002/BG,7.23,0.86,0.11,0.24,7.96
XA,2025-12-28,DOM,FN-101,XAFN-105,KLCFUG,KLC-FUG,9878350544593,,KLC-FUG,Class 2,TYPE-A,,Agent A2,Payment A,2025-11-10,Category C,CCY-4,N,250.35,37.51,40.97,11.62,12.69,8.74,9.54,269.63,294.47,,KLC,294.47,3831,A7UG3I,Basis-001,7.15,1.17,0.36,0.27,8.41
XA,2025-12-25,INT,FN-394,XAFN-105,QFXMFP,QFX-MFP,8629436813145,Category C,QFX-MFP,Class 1,TYPE-C,,Agent C1,Payment C,2025-11-01,Category D,CCY-4,Y,207.26,68.33,65.92,21.7,20.93,9.65,9.31,295.22,284.8,,QFX,284.8,384,3PTJ5X,Basis-003,5.92,1.88,0.6,0.27,8.14
XA,2025-12-24,INT,FN-394,XAFN-133,JKSKHV,JKS-KHV,0218066725279,Category C,JKS-KHV,Class 5,TYPE-C,,Agent B1,Payment B,2025-11-23,Category A,CCY-1,Y,95.06,62.87,54.36,13.79,11.92,0.97,0.84,185.63,160.5,,JKS,160.5,3522,PKF0A1,Basis-003,2.72,1.55,0.34,0.02,4.59
XA,2025-12-16,DOM,FN-105,XAFN-101,KEEDRW,KEE-DRW,8425754237353,Category D,KEE-DRW,Class 4,TYPE-D,,Agent A2,Payment B,2025-12-04,Category D,CCY-3,Y,189.93,4.08,4.62,8.07,9.15,2.47,2.8,177.2,200.9,,KEE,200.9,1558,FL42MG,Basis-001/BG,5.43,0.13,0.26,0.08,5.74
XA,2025-12-16,INT,FN-105,XAFN-119,JYNMBT,JYN-MBT,7058775222120,,JYN-MBT,Class 7,TYPE-C,,Agent A1,Payment C,2025-11-10,Category B,CCY-1,N,84.97,42.12,42.42,15.25,15.36,0.81,0.82,140.93,141.93,,JYN,141.93,1288,89GYTX,Basis-003,2.43,1.21,0.44,0.02,4.06
XA,2025-12-05,INT,FN-105,XAFN-132,JKSDPQ,JKS-DPQ,6383666943658,,JKS-DPQ,Class 4,TYPE-C,,Agent C1,Payment A,2025-12-09,Category D,CCY-3,N,15.96,26.55,29.67,13.97,15.61,0.6,0.67,54.2,60.57,,JKS,60.57,1135,4Z6KLL,Basis-001/BG,0.46,0.85,0.45,0.02,1.73
XA,2025-12-28,INT,FN-117,XAFN-395,JYNHGV,JYN-HGV,3188861666334,Category C,JYN-HGV,Class 4,TYPE-A,,Agent C1,Payment A,2025-11-07,Category C,CCY-4,N,135.07,39.65,40.94,11.39,11.76,5.58,5.76,176.26,182.01,,JYN,182.01,1120,NGVQAM,Basis-002,3.86,1.17,0.34,0.16,5.2
XA,2025-12-21,DOM,FN-118,XAFN-394,FUGNAB,FUG-NAB,6512674907535,,FUG-NAB,Class 5,TYPE-B,,Agent C1,Payment A,2025-11-17,Category C,CCY-1,N,177.33,26.69,25.93,4.04,3.92,8.62,8.37,204.65,198.81,,FUG,198.81,1545,3HKVPL,Basis-002,5.07,0.74,0.11,0.24,5.68
XA,2025-12-16,DOM,FN-133,XAFN-101,KSNPVS,KSN-PVS,5967656124983,Category C,KSN-PVS,Class 4,TYPE-C,,Agent B1,Payment A,2025-11-20,Category D,CCY-1,N,60.28,34.0,40.64,8.45,10.1,1.5,1.79,91.4,109.23,,KSN,109.23,4951,4U0HVN,Basis-001/BG,1.72,1.16,0.29,0.05,3.12
XA,2025-12-21,DOM,FN-117,XAFN-508,KLCQFX,KLC-QFX,0831168674478,,KLC-QFX,Class 4,TYPE-D,,Agent A2,Payment A,2025-11-01,Category D,CCY-4,Y,138.92,21.46,23.64,7.69,8.47,6.03,6.64,149.25,164.39,,KLC,164.39,4557,DDWJET,Basis-001/BG,3.97,0.68,0.24,0.19,4.7
XA,2025-12-22,INT,FN-101,XAFN-105,KLCSUQ,KLC-SUQ,5398740541919,Category D,KLC-SUQ,Class 8,TYPE-C,,Agent C2,Payment A,2025-12-25,Category A,CCY-1,N,233.75,22.6,24.97,2.98,3.29,5.33,5.89,231.78,256.12,,KLC,256.12,2564,GCE6LK,Basis-001,6.68,0.71,0.09,0.17,7.32
XA,2025-12-17,DOM,FN-508,XAFN-119,UBRKSN,UBR-KSN,7081035743189,,UBR-KSN,Class 9,TYPE-A,,Agent A1,Payment B,2025-12-12,Category B,CCY-3,N,209.49,23.65,26.93,8.92,10.16,7.84,8.93,208.71,237.65,,UBR,237.65,3493,B168TM,Basis-003,5.99,0.77,0.29,0.26,6.79
XA,2025-12-03,INT,FN-101,XAFN-395,KSNTPX,KSN-TPX,6670429579035,Category D,KSN-TPX,Class 4,TYPE-A,,Agent B2,Payment B,2025-11-10,Category B,CCY-1,Y,278.61,36.16,29.69,13.95,11.45,11.07,9.09,378.38,310.66,,KSN,310.66,3148,US3SR8,Basis-001,7.96,0.85,0.33,0.26,8.88
XA,2025-12-05,INT,FN-119,XAFN-118,QFXDPQ,QFX-DPQ,9605937062723,Category D,QFX-DPQ,Class 9,TYPE-B,,Agent B2,Payment B,2025-12-16,Category B,CCY-3,N,55.69,30.68,26.7,15.0,13.05,0.24,0.21,109.42,95.23,,QFX,95.23,930,D492TC,Basis-002,1.59,0.76,0.37,0.01,2.72
XA,2025-12-16,INT,FN-132,XAFN-118,FUGSZV,FUG-SZV,8700964614699,Category D,FUG-SZV,Class 7,TYPE-B,,Agent C1,Payment C,2025-11-23,Category D,CCY-2,Y,25.57,32.92,33.01,10.47,10.5,1.07,1.07,67.82,68.01,,FUG,68.01,1202,PPM7O9,Basis-002/BG,0.73,0.94,0.3,0.03,1.94
XA,2025-12-26,INT,FN-119,XAFN-508,YMLMFP,YML-MFP,3036199932603,,YML-MFP,Class 3,TYPE-A,,Agent C2,Payment B,2025-12-17,Category D,CCY-3,N,153.3,41.18,45.56,10.55,11.67,4.28,4.74,185.98,205.79,,YML,205.79,1285,5405TQ,Basis-003,4.38,1.3,0.33,0.14,5.88
XA,2025-12-11,DOM,FN-395,XAFN-395,NABYML,NAB-YML,0746120465456,Category D,NAB-YML,Class 8,TYPE-D,,Agent B2,Payment A,2025-12-15,Category D,CCY-1,Y,268.25,14.8,15.1,10.47,10.68,6.15,6.27,282.13,287.76,,NAB,287.76,3400,HZYE6F,Basis-001/BG,7.66,0.43,0.31,0.18,8.22
XA,2025-12-20,DOM,FN-508,XAFN-395,YMLKEE,YML-KEE,2048793701233,Category D,YML-KEE,Class 5,TYPE-D,,Agent C2,Payment C,2025-12-22,Category B,CCY-2,N,156.76,15.64,13.96,16.56,14.78,0.85,0.76,207.02,184.74,,YML,184.74,4059,ZMAGE3,Basis-003,4.48,0.4,0.42,0.02,5.28
XA,2025-12-24,DOM,FN-118,XAFN-132,TDXKSN,TDX-KSN,7408507491139,Category C,TDX-KSN,Class 1,TYPE-B,,Agent A2,Payment B,2025-12-08,Category D,CCY-1,N,335.97,30.42,29.74,12.82,12.53,4.03,3.94,382.89,374.3,,TDX,374.3,2162,TFPIIA,Basis-001,9.6,0.85,0.36,0.11,10.69
XA,2025-12-24,DOM,FN-119,XAFN-133,YMLUMK,YML-UMK,1404761945615,,YML-UMK,Class 4,TYPE-A,,Agent C2,Payment A,2025-11-01,Category D,CCY-2,N,156.76,17.55,19.3,0.82,0.9,6.54,7.19,154.36,169.77,,YML,169.77,1438,26UFI0,Basis-002/BG,4.48,0.55,0.03,0.21,4.85
XA,2025-12-03,INT,FN-101,XAFN-395,PVSKUV,PVS-KUV,9810723227478,Category C,PVS-KUV,Class 9,TYPE-A,,Agent A1,Payment C,2025-12-27,Category C,CCY-2,N,93.54,10.62,9.12,21.56,18.52,3.5,3.01,137.59,118.17,,PVS,118.17,1212,A8H1JF,Basis-001/BG,2.67,0.26,0.53,0.09,3.38
XA,2025-12-11,INT,FN-395,XAFN-118,QFXGNP,QFX-GNP,7702392831091,Category D,QFX-GNP,Class 5,TYPE-D,,Agent A1,Payment C,2025-12-26,Category A,CCY-3,Y,140.79,24.85,24.81,14.47,14.45,0.65,0.65,179.69,179.4,,QFX,179.4,2593,X0QU37,Basis-001/BG,4.02,0.71,0.41,0.02,5.13
XA,2025-12-20,INT,FN-133,XAFN-119,FUGZYR,FUG-ZYR,1062684418776,,FUG-ZYR,Class 3,TYPE-A,,Agent C2,Payment B,2025-12-30,Category D,CCY-3,N,60.26,22.6,18.5,12.63,10.34,0.53,0.43,108.34,88.67,,FUG,88.67,1731,UP0AGV,Basis-002,1.72,0.53,0.3,0.01,2.53
XA,2025-12-24,DOM,FN-117,XAFN-132,KEEFUG,KEE-FUG,9230651176825,,KEE-FUG,Class 5,TYPE-C,,Agent A2,Payment C,2025-12-03,Category A,CCY-1,Y,232.3,46.24,37.53,13.85,11.24,0.68,0.55,345.63,280.52,,KEE,280.52,2739,VOANPA,Basis-001,6.64,1.07,0.32,0.02,8.01
XA,2025-12-30,INT,FN-118,XAFN-117,NABKUV,NAB-KUV,0473087887526,Category C,NAB-KUV,Class 6,TYPE-B,,Agent A2,Payment C,2025-12-04,Category C,CCY-1,N,156.25,30.86,36.0,9.44,11.01,3.18,3.71,171.05,199.55,,NAB,199.55,1147,IYLX5Y,Basis-001,4.46,1.03,0.31,0.11,5.7
XA,2025-12-07,DOM,FN-132,XAFN-395,YMLJYN,YML-JYN,2350627415708,Category C,YML-JYN,Class 8,TYPE-B,,Agent C1,Payment B,2025-12-25,Category A,CCY-1,N,67.6,34.27,30.69,5.17,4.63,0.1,0.09,114.83,102.83,,YML,102.83,984,NLMK3K,Basis-001,1.93,0.88,0.13,0.0,2.94
XA,2025-12-14,DOM,FN-118,XAFN-119,UBRQFX,UBR-QFX,3304030581815,Category D,UBR-QFX,Class 6,TYPE-B,,Agent B1,Payment A,2025-12-25,Category D,CCY-3,Y,156.49,24.92,22.79,24.82,22.7,3.87,3.54,216.98,198.44,,UBR,198.44,1445,M4X0VV,Basis-003,4.47,0.65,0.65,0.1,5.67
XA,2025-12-07,DOM,FN-105,XAFN-117,TDXNAB,TDX-NAB,9386556850220,,TDX-NAB,Class 5,TYPE-C,,Agent A2,Payment C,2025-12-16,Category C,CCY-2,N,146.81,10.18,8.94,10.62,9.33,3.7,3.25,184.25,161.83,,TDX,161.83,4923,5FVC48,Basis-002,4.19,0.26,0.27,0.09,4.62
XA,2025-12-20,INT,FN-105,XAFN-118,JKSLNR,JKS-LNR,6120140798340,,JKS-LNR,Class 9,TYPE-D,,Agent B2,Payment A,2025-12-22,Category D,CCY-2,Y,191.55,47.86,55.1,6.12,7.05,5.68,6.54,214.66,247.16,,JKS,247.16,1019,0U2HD7,Basis-001/BG,5.47,1.57,0.2,0.19,7.06
XA,2025-12-08,INT,FN-119,XAFN-508,UBRSUQ,UBR-SUQ,7531752861224,,UBR-SUQ,Class 7,TYPE-A,,Agent A1,Payment A,2025-11-21,Category B,CCY-2,N,23.41,44.6,42.25,3.27,3.1,0.21,0.2,72.38,68.56,,UBR,68.56,2937,4DIBBF,Basis-002/BG,0.67,1.21,0.09,0.01,1.96
XA,2025-12-23,INT,FN-395,XAFN-118,KEEKUV,KEE-KUV,2351802642149,Category C,KEE-KUV,Class 9,TYPE-C,,Agent A1,Payment B,2025-12-17,Category B,CCY-4,N,115.11,24.71,26.14,9.12,9.65,2.02,2.14,140.6,148.76,,KEE,148.76,2538,RX7RWW,Basis-001/BG,3.29,0.75,0.28,0.06,4.25
XA,2025-12-24,DOM,FN-394,XAFN-101,KEEJKS,KEE-JKS,4533043494815,Category C,KEE-JKS,Class 6,TYPE-D,,Agent C1,Payment B,2025-11-19,Category C,CCY-1,Y,205.13,17.63,19.75,7.7,8.63,7.65,8.57,200.78,224.94,,KEE,224.94,2158,Y6H9WA,Basis-003,5.86,0.56,0.25,0.24,6.43
XA,2025-12-08,DOM,FN-508,XAFN-105,YMLKEE,YML-KEE,1140755978621,,YML-KEE,Class 1,TYPE-B,,Agent B1,Payment C,2025-11-20,Category C,CCY-1,Y,148.86,28.82,32.24,9.38,10.49,5.27,5.89,166.03,185.7,,YML,185.7,686,MKJ169,Basis-002,4.25,0.92,0.3,0.17,5.31
XA,2025-12-18,DOM,FN-395,XAFN-105,KLCUMK,KLC-UMK,6137195880732,,KLC-UMK,Class 3,TYPE-A,,Agent B1,Payment B,2025-11-15,Category C,CCY-2,N,184.88,42.18,42.66,11.83,11.96,5.07,5.13,231.75,234.37,,KLC,234.37,2610,FK33H6,Basis-003,5.28,1.22,0.34,0.15,6.7
XA,2025-12-05,INT,FN-117,XAFN-394,KSNZYR,KSN-ZYR,0494327402655,Category D,KSN-ZYR,Class 4,TYPE-B,,Agent B1,Payment B,2025-12-06,Category A,CCY-2,Y,186.29,7.05,6.27,11.53,10.25,2.09,1.86,226.0,200.95,,KSN,200.95,2130,ZIBDMK,Basis-003,5.32,0.18,0.29,0.05,5.74
XA,2025-12-23,DOM,FN-117,XAFN-394,UBRJKS,UBR-JKS,3749099447181,Category C,UBR-JKS,Class 2,TYPE-B,,Agent B1,Payment A,2025-11-27,Category B,CCY-3,Y,188.36,40.67,40.93,6.5,6.54,2.21,2.22,232.11,233.61,,UBR,233.61,2534,8DHJG0,Basis-002/BG,5.38,1.17,0.19,0.06,6.67
XA,2025-12-23,DOM,FN-133,XAFN-119,KSNKLC,KSN-KLC,4814157718074,Category C,KSN-KLC,Class 6,TYPE-B,,Agent C2,Payment C,2025-12-30,Category B,CCY-3,N,97.28,18.95,21.39,11.23,12.68,1.5,1.69,114.87,129.66,,KSN,129.66,3592,MTNDJV,Basis-003,2.78,0.61,0.36,0.05,3.7
XA,2025-12-14,DOM,FN-132,XAFN-508,KLCJYN,KLC-JYN,9250763373643,Category D,KLC-JYN,Class 5,TYPE-B,,Agent B2,Payment A,2025-11-12,Category A,CCY-3,N,232.71,26.25,23.89,15.98,14.54,8.41,7.65,289.53,263.49,,KLC,263.49,3428,IRXC9T,Basis-001,6.65,0.68,0.42,0.22,7.53
XA,2025-12-02,INT,FN-117,XAFN-133,KSNDPQ,KSN-DPQ,5574744936673,Category D,KSN-DPQ,Class 9,TYPE-B,,Agent A1,Payment B,2025-11-02,Category B,CCY-4,N,159.88,31.41,28.14,9.98,8.94,1.93,1.73,217.92,195.23,,KSN,195.23,578,G3V22W,Basis-003,4.57,0.8,0.26,0.05,5.58
XA,2025-12-30,DOM,FN-119,XAFN-132,QFXTDX,QFX-TDX,3956215426267,,QFX-TDX,Class 7,TYPE-B,,Agent B2,Payment C,2025-12-01,Category A,CCY-3,Y,209.73,31.26,34.88,19.16,21.38,4.47,4.99,233.95,261.0,,QFX,261.0,1908,PUOPGF,Basis-002/BG,5.99,1.0,0.61,0.14,7.46
XA,2025-12-24,INT,FN-117,XAFN-101,JKSSUQ,JKS-SUQ,4533769791627,,JKS-SUQ,Class 5,TYPE-B,,Agent B1,Payment A,2025-12-07,Category D,CCY-1,Y,81.82,37.97,37.77,7.39,7.35,1.23,1.22,126.4,125.72,,JKS,125.72,3484,HBQT8H,Basis-001/BG,2.34,1.08,0.21,0.03,3.59
XA,2025-12-14,DOM,FN-119,XAFN-508,JYNUMK,JYN-UMK,2118781626987,,JYN-UMK,Class 8,TYPE-B,,Agent B1,Payment C,2025-12-14,Category A,CCY-2,Y,80.46,31.54,29.84,11.3,10.69,2.82,2.67,125.07,118.32,,JYN,118.32,3093,42WQK2,Basis-002/BG,2.3,0.85,0.31,0.08,3.38
XA,2025-12-15,INT,FN-508,XAFN-117,KLCZYR,KLC-ZYR,9361662908792,,KLC-ZYR,Class 1,TYPE-D,,Agent A2,Payment C,2025-12-22,Category D,CCY-3,N,383.45,25.44,27.24,4.06,4.35,8.03,8.6,379.65,406.44,,KLC,406.44,3910,3ININR,Basis-002/BG,10.96,0.78,0.12,0.25,11.61
XA,2025-12-21,DOM,FN-395,XAFN-118,KEEKLC,KEE-KLC,1383890117528,Category C,KEE-KLC,Class 8,TYPE-A,,Agent C2,Payment B,2025-12-09,Category A,CCY-3,N,171.84,1.24,1.12,10.57,9.54,3.5,3.16,198.66,179.34,,KEE,179.34,4159,47X0TO,Basis-003,4.91,0.03,0.27,0.09,5.12
XA,2025-12-06,DOM,FN-395,XAFN-101,JKSDRW,JKS-DRW,2802224466165,,JKS-DRW,Class 2,TYPE-D,,Agent C2,Payment B,2025-12-06,Category D,CCY-4,N,151.28,51.37,41.92,18.22,14.87,3.96,3.23,251.01,204.84,,JKS,204.84,3552,94MRB6,Basis-003,4.32,1.2,0.42,0.09,5.85
XA,2025-12-17,DOM,FN-118,XAFN-101,YMLKLC,YML-KLC,9912691764985,,YML-KLC,Class 3,TYPE-D,,Agent B1,Payment A,2025-11-29,Category B,CCY-2,N,109.71,25.94,27.74,5.77,6.17,5.06,5.41,129.24,138.21,,YML,138.21,4852,TJBY6Q,Basis-002,3.13,0.79,0.18,0.15,3.95
XA,2025-12-13,INT,FN-132,XAFN-117,JYNGNP,JYN-GNP,9679471891668,,JYN-GNP,Class 1,TYPE-D,,Agent A2,Payment C,2025-11-08,Category A,CCY-2,Y,59.75,30.42,34.65,3.19,3.63,1.13,1.29,84.92,96.74,,JYN,96.74,848,7UQNYB,Basis-001/BG,1.71,0.99,0.1,0.04,2.76
XA,2025-12-17,DOM,FN-117,XAFN-117,KEENAB,KEE-NAB,3552209412456,Category C,KEE-NAB,Class 4,TYPE-A,,Agent A2,Payment C,2025-12-27,Category A,CCY-4,Y,116.83,17.68,15.07,14.96,12.75,2.11,1.8,167.61,142.85,,KEE,142.85,3157,J33UD5,Basis-003,3.34,0.43,0.36,0.05,4.08
XA,2025-12-15,INT,FN-133,XAFN-132,JKSMBT,JKS-MBT,6983649509262,,JKS-MBT,Class 6,TYPE-C,,Agent C2,Payment B,2025-11-10,Category A,CCY-2,Y,294.11,11.33,10.48,0.79,0.73,5.23,4.84,324.75,300.48,,JKS,300.48,1013,KHADIG,Basis-003,8.4,0.3,0.02,0.14,8.59
XA,2025-12-27,INT,FN-101,XAFN-133,UMKSUQ,UMK-SUQ,9981892371044,,UMK-SUQ,Class 5,TYPE-D,,Agent A1,Payment C,2025-11-07,Category B,CCY-4,N,140.01,28.43,30.24,10.43,11.09,0.25,0.27,170.25,181.07,,UMK,181.07,2279,P8B8Z6,Basis-002/BG,4.0,0.86,0.32,0.01,5.17
XA,2025-12-26,INT,FN-394,XAFN-508,UMKZYR,UMK-ZYR,0538751895342,,UMK-ZYR,Class 4,TYPE-A,,Agent A2,Payment C,2025-12-18,Category D,CCY-1,N,114.29,24.08,26.99,10.56,11.84,0.72,0.81,135.88,152.31,,UMK,152.31,1863,IS5JDY,Basis-001/BG,3.27,0.77,0.34,0.02,4.35
XA,2025-12-01,DOM,FN-118,XAFN-117,NABKLC,NAB-KLC,3200865862334,,NAB-KLC,Class 7,TYPE-A,,Agent C1,Payment A,2025-11-20,Category B,CCY-3,Y,233.23,0.79,0.67,9.61,8.16,8.73,7.41,276.3,234.65,,NAB,234.65,721,6PKQ4R,Basis-001/BG,6.66,0.02,0.23,0.21,6.7
XA,2025-12-15,INT,FN-119,XAFN-105,FUGMFP,FUG-MFP,2432197924761,,FUG-MFP,Class 5,TYPE-C,,Agent A1,Payment A,2025-11-21,Category B,CCY-1,Y,167.1,16.77,16.23,19.28,18.66,2.88,2.79,205.81,199.2,,FUG,199.2,520,16SJ4F,Basis-001/BG,4.77,0.46,0.53,0.08,5.69
XA,2025-12-25,INT,FN-117,XAFN-133,KEETPX,KEE-TPX,3015089229830,Category C,KEE-TPX,Class 8,TYPE-B,,Agent A1,Payment A,2025-11-14,Category D,CCY-3,Y,99.17,32.98,29.38,14.35,12.78,1.46,1.3,157.18,140.03,,KEE,140.03,2272,Y2BXS8,Basis-002/BG,2.83,0.84,0.37,0.04,4.0
XA,2025-12-07,DOM,FN-118,XAFN-132,TDXQFX,TDX-QFX,1295197285586,,TDX-QFX,Class 4,TYPE-B,,Agent A1,Payment B,2025-12-28,Category A,CCY-1,Y,102.7,2.3,2.3,7.85,7.86,2.11,2.11,110.58,110.75,,TDX,110.75,4073,SH0K73,Basis-002,2.93,0.07,0.22,0.06,3.16
XA,2025-12-20,INT,FN-132,XAFN-132,PVSLNR,PVS-LNR,2110953161566,,PVS-LNR,Class 3,TYPE-C,,Agent C1,Payment B,2025-12-19,Category A,CCY-1,Y,232.36,21.26,24.95,4.92,5.77,9.82,11.53,214.31,251.55,,PVS,251.55,2396,C93VWY,Basis-003,6.64,0.71,0.16,0.33,7.19
XA,2025-12-21,DOM,FN-117,XAFN-118,KEEQFX,KEE-QFX,7965545085548,Category D,KEE-QFX,Class 3,TYPE-A,,Agent B2,Payment C,2025-11-04,Category C,CCY-2,Y,224.05,23.44,25.04,6.97,7.45,5.78,6.17,234.4,250.37,,KEE,250.37,4947,2RT8UK,Basis-003,6.4,0.72,0.21,0.18,7.15
XA,2025-12-19,INT,FN-101,XAFN-508,KLCMBT,KLC-MBT,5940521989902,,KLC-MBT,Class 1,TYPE-D,,Agent B2,Payment B,2025-11-13,Category A,CCY-4,Y,161.96,37.26,41.56,19.64,21.91,0.28,0.31,201.84,225.12,,KLC,225.12,2901,IFUH82,Basis-002/BG,4.63,1.19,0.63,0.01,6.43
XA,2025-12-18,INT,FN-118,XAFN-105,KEERZP,KEE-RZP,2791325332588,Category D,KEE-RZP,Class 3,TYPE-A,,Agent B1,Payment A,2025-11-28,Category B,CCY-4,N,216.18,50.35,47.4,7.94,7.47,6.64,6.25,281.29,264.8,,KEE,264.8,2454,GDYE01,Basis-002,6.18,1.35,0.21,0.18,7.57
XA,2025-12-25,INT,FN-133,XAFN-105,NABMBT,NAB-MBT,0168107137797,Category C,NAB-MBT,Class 5,TYPE-A,,Agent C1,Payment C,2025-12-11,Category C,CCY-3,Y,67.93,28.88,30.93,9.84,10.54,0.05,0.05,102.11,109.35,,NAB,109.35,2686,W2AGRC,Basis-001,1.94,0.88,0.3,0.0,3.12
XA,2025-12-04,DOM,FN-117,XAFN-105,NABKSN,NAB-KSN,7856343614550,,NAB-KSN,Class 5,TYPE-B,,Agent C1,Payment A,2025-11-17,Category B,CCY-1,Y,63.72,23.4,27.37,10.26,12.0,0.77,0.9,87.36,102.19,,NAB,102.19,1506,TP5PPN,Basis-002/BG,1.82,0.78,0.34,0.03,2.92
XA,2025-12-24,DOM,FN-105,XAFN-133,DRWYML,DRW-YML,8531999087014,,DRW-YML,Class 4,TYPE-A,,Agent C1,Payment B,2025-12-27,Category A,CCY-2,Y,178.83,41.14,37.56,12.54,11.45,0.34,0.31,249.24,227.53,,DRW,227.53,4102,ZIWJOT,Basis-001/BG,5.11,1.07,0.33,0.01,6.5
XA,2025-12-17,DOM,FN-395,XAFN-117,QFXPVS,QFX-PVS,3243969647732,Category C,QFX-PVS,Class 7,TYPE-D,,Agent A2,Payment B,2025-12-26,Category B,CCY-3,Y,109.44,20.11,22.29,3.62,4.01,0.78,0.86,121.66,134.88,,QFX,134.88,910,IE87CO,Basis-003,3.13,0.64,0.11,0.02,3.85
XA,2025-12-30,INT,FN-394,XAFN-118,DRWZYR,DRW-ZYR,5056958261691,Category C,DRW-ZYR,Class 6,TYPE-C,,Agent A2,Payment C,2025-12-19,Category A,CCY-4,Y,292.78,25.93,30.2,7.63,8.88,7.39,8.61,277.59,323.25,,DRW,323.25,2976,UBLODP,Basis-002/BG,8.37,0.86,0.25,0.25,9.24
XA,2025-12-10,INT,FN-117,XAFN-133,KEEMBT,KEE-MBT,5626160464300,,KEE-MBT,Class 5,TYPE-B,,Agent B1,Payment B,2025-12-28,Category D,CCY-1,N,75.7,81.66,74.03,5.11,4.63,1.25,1.13,169.03,153.23,,KEE,153.23,283,8MZCHZ,Basis-003,2.16,2.12,0.13,0.03,4.38
XA,2025-12-26,DOM,FN-119,XAFN-394,JYNQFX,JYN-QFX,7724242784128,,JYN-QFX,Class 8,TYPE-D,,Agent A1,Payment A,2025-12-19,Category B,CCY-4,N,115.69,33.29,36.24,11.94,13.0,2.02,2.2,149.47,162.73,,JYN,162.73,1065,F4U5TQ,Basis-003,3.31,1.04,0.37,0.06,4.65
XA,2025-12-02,INT,FN-133,XAFN-395,NABSZV,NAB-SZV,1275610408673,Category C,NAB-SZV,Class 9,TYPE-C,,Agent C1,Payment B,2025-12-03,Category C,CCY-1,Y,226.63,53.02,57.11,11.63,12.53,6.13,6.6,268.91,289.67,,NAB,289.67,447,NFQ7N6,Basis-003,6.48,1.63,0.36,0.19,8.28
XA,2025-12-06,DOM,FN-101,XAFN-132,NABKLC,NAB-KLC,4152807864770,,NAB-KLC,Class 9,TYPE-D,,Agent C1,Payment B,2025-11-09,Category A,CCY-4,Y,65.52,31.59,26.15,13.94,11.54,3.53,2.92,121.15,100.29,,NAB,100.29,2161,GE9O1Y,Basis-001,1.87,0.75,0.33,0.08,2.87
